dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.528111,3.127219,1.868630,2.007696,-0.277960,0.011758,0.331968
0.020000,3.565966,3.140273,1.908673,2.002140,-0.277811,0.007496,0.332095
0.020000,3.603717,3.153289,1.948605,1.996585,-0.277773,0.001878,0.331892
0.020000,3.641368,3.166254,1.988425,1.991028,-0.277839,-0.003297,0.331359
0.020000,3.678922,3.179158,2.028135,1.985468,-0.278007,-0.008381,0.330495
0.020000,3.716385,3.191987,2.067733,1.979902,-0.278274,-0.013354,0.329301
0.020000,3.753759,3.204728,2.107219,1.974330,-0.278632,-0.017932,0.327775
0.020000,3.791049,3.217371,2.146594,1.968748,-0.279068,-0.021790,0.325918
0.020000,3.828259,3.229903,2.185857,1.963156,-0.279622,-0.027674,0.323729
0.020000,3.865391,3.242311,2.225008,1.957551,-0.280237,-0.030792,0.321206
0.020000,3.902450,3.254584,2.264047,1.951933,-0.280921,-0.034168,0.318350
0.020000,3.939440,3.266710,2.302973,1.946299,-0.281661,-0.037001,0.315158
0.020000,3.976318,3.278662,2.341740,1.938330,-0.398481,-5.841018,0.311636
0.020000,4.012906,3.290372,2.380157,1.920841,-0.874426,-23.797266,0.307802
0.020000,4.048979,3.301760,2.417984,1.891369,-1.473612,-29.959279,0.303690
0.020000,4.084447,3.312791,2.455128,1.857222,-1.707367,-11.687743,0.299323
0.020000,4.119317,3.323464,2.491594,1.823306,-1.695781,0.579277,0.294714
0.020000,4.153591,3.333779,2.527387,1.789620,-1.684308,0.573677,0.289877
0.020000,4.187273,3.343734,2.562510,1.756164,-1.672795,0.575649,0.284825
0.020000,4.220369,3.353331,2.596969,1.722934,-1.661490,0.565230,0.279573
0.020000,4.252880,3.362570,2.630767,1.689930,-1.650210,0.564003,0.274134
0.020000,4.284811,3.371453,2.663910,1.657150,-1.639002,0.560384,0.268520
0.020000,4.316163,3.379984,2.696402,1.624593,-1.627841,0.558092,0.262746
0.020000,4.346939,3.388164,2.728247,1.592257,-1.616789,0.552578,0.256824
0.020000,4.377142,3.395999,2.759450,1.560141,-1.605809,0.549015,0.250768
0.020000,4.406774,3.403493,2.790015,1.528243,-1.594912,0.544831,0.244589
0.020000,4.435837,3.410650,2.819946,1.496561,-1.584091,0.541080,0.238302
0.020000,4.464333,3.417477,2.849248,1.465093,-1.573385,0.535264,0.231919
0.020000,4.492263,3.423978,2.877925,1.433838,-1.562793,0.529627,0.225452
0.020000,4.519629,3.430161,2.905981,1.402791,-1.552309,0.524168,0.218915
0.020000,4.546432,3.436032,2.933420,1.371952,-1.541965,0.517204,0.212318
0.020000,4.572675,3.441598,2.960246,1.341316,-1.531780,0.509248,0.205675
0.020000,4.598357,3.446868,2.986464,1.310882,-1.521732,0.502393,0.198997
0.020000,4.623482,3.451847,3.012077,1.280645,-1.511864,0.493431,0.192297
0.020000,4.648048,3.456545,3.037089,1.250600,-1.502228,0.481812,0.185584
0.020000,4.672059,3.460970,3.061504,1.220747,-1.492671,0.477850,0.178872
0.020000,4.695515,3.465130,3.085325,1.191077,-1.483498,0.458646,0.172170
0.020000,4.718416,3.469034,3.108557,1.161589,-1.474382,0.455788,0.165490
0.020000,4.740764,3.472690,3.131202,1.132277,-1.465594,0.439398,0.158842
0.020000,4.762561,3.476108,3.153265,1.103137,-1.457021,0.428655,0.152236
0.020000,4.783806,3.479297,3.174748,1.074163,-1.448697,0.416206,0.145682
0.020000,4.804501,3.482265,3.195655,1.045347,-1.440770,0.396340,0.139190
